earchID,SearchDate,IPID,UserID,IsUserLoggedOn,SearchQuery,LocationID,CategoryID,SearchParams
9761,2015-05-02 05:59:00.0,1795543,3095016,1,каталка,3198,47,{127:'Игрушки'}
9766,2015-05-04 11:31:59.0,352013,542652,1,макасины,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'36'}"
9862,2015-05-08 11:43:13.0,1324577,2133652,0,туфли,3335,60,"{125:'24', 179:'Обувь', 178:'Для девочек'}"
9897,2015-04-29 18:24:03.0,2052205,3537122,0,домик,3960,47,{127:'Игрушки'}
9905,2015-05-07 04:51:47.0,2246136,1081442,0,бмв,4268,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
9931,2015-05-12 07:34:27.0,525796,117487,0,прогулочная коляска,992,47,{127:'Детские коляски'}
9977,2015-05-12 21:55:50.0,506006,739020,0,шины бу,2230,34,"{5:'Шины, диски и колёса'}"
10012,2015-05-19 15:37:59.0,1311774,4194287,0,сумка,3960,22,{175:'Аксессуары'}
10044,2015-05-05 17:06:36.0,351557,3935495,0,резиновые сапоги,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
10047,2015-04-28 05:23:18.0,1136019,3343607,1,угловой диван,343,38,"{45:'Кровати, диваны и кресла'}"
10049,2015-04-30 12:52:34.0,2228099,1208124,1,джинсовка,3771,22,{175:'Женская одежда'}
10064,2015-05-10 12:13:22.0,1410930,3080139,1,инфинити,2885,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Топливная и выхлопная системы'}"
10082,2015-05-12 13:11:21.0,1567449,1598546,1,pioneer,3953,26,{132:'Усилители и ресиверы'}
10118,2015-05-15 12:21:27.0,1933269,1414657,1,сумка,3960,22,{175:'Аксессуары'}
10125,2015-05-12 12:16:33.0,965990,1217778,0,iphone 5s,3960,41,{143:'iPhone'}
10160,2015-05-13 21:27:30.0,1532226,106021,1,купальник,3960,22,"{83:'Купальники', 175:'Женская одежда', 490:'44–46 (M)'}"
10167,2015-05-07 15:11:49.0,255270,4239995,0,большие,3953,11,{104:'Часы'}
10216,2015-04-30 01:10:12.0,724874,1792190,0,туфли,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
10226,2015-05-07 18:59:26.0,1832744,270972,0,samsung,992,41,{143:'Samsung'}
10229,2015-05-17 00:36:08.0,472443,573520,1,телефон,3960,41,{143:'Nokia'}
10241,2015-04-25 17:08:53.0,1765222,47404,0,диски,3960,34,"{797:'16', 800:'114.3', 5:'Шины, диски и колёса', 709:'Диски', 799:'5'}"
10286,2015-05-04 20:13:32.0,2182353,1314714,0,велосипеды бу,3960,4,{156:'Горные'}
10310,2015-05-05 10:59:16.0,1915203,4202624,0,для дэу нексия,4145,34,{5:'Запчасти'}
10312,2015-05-06 00:25:24.0,945333,718661,0,bmw f30,3953,34,"{598:'Для автомобилей', 5:'Запчасти'}"
10317,2015-05-06 18:24:16.0,1973402,2441712,0,сумка,992,22,{175:'Аксессуары'}
10333,2015-05-09 22:27:41.0,2120239,1713367,1,новые,3960,34,"{709:'Шины', 731:'215', 733:'17', 732:'50', 5:'Шины, диски и колёса', 734:'Летние'}"
10430,2015-05-14 00:31:44.0,1735982,3669594,0,x5 e70,3953,34,{5:'Запчасти'}
10503,2015-05-11 20:29:59.0,1343965,1015219,1,сан,2885,22,"{176:'Обувь', 175:'Мужская одежда', 98:'44'}"
10509,2015-04-27 22:16:04.0,1272930,3284484,0,прогулочная коляска,1294,47,{127:'Детские коляски'}
10575,2015-04-30 12:51:02.0,1462300,1671775,0,bmw,2885,34,"{5:'Шины, диски и колёса', 709:'Диски', 799:'4'}"
10585,2015-05-11 16:12:26.0,784910,3439716,0,кровать,3335,38,"{45:'Кровати, диваны и кресла'}"
10591,2015-04-25 18:27:20.0,172919,474705,1,ботинки,3960,60,"{125:'21', 179:'Обувь', 178:'Для девочек'}"
10593,2015-04-27 23:19:34.0,591474,116994,0,samsung,3960,25,{140:'Планшеты'}
10599,2015-05-18 14:58:45.0,42531,1344686,0,бу,4374,27,{48:'Для дома'}
10604,2015-05-11 23:24:54.0,1166650,3337045,1,платье,3953,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'46–48 (L)'}"
10610,2015-04-28 18:42:08.0,1325296,1822065,0,балетки,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
10624,2015-05-12 12:44:38.0,643481,1728130,0,велосипед,992,4,{156:'Горные'}
10633,2015-04-28 11:46:41.0,1276433,210805,0,кросовки,3953,22,"{176:'Обувь', 175:'Мужская одежда', 98:'41'}"
10684,2015-04-27 02:53:51.0,2114173,650028,0,timberland,3953,22,"{176:'Обувь', 175:'Мужская одежда', 98:'41'}"
10702,2015-05-15 10:41:00.0,68943,3569412,1,купальник,1299,60,{178:'Для девочек'}
10751,2015-04-26 18:20:50.0,338197,4249003,0,кроссовки,3953,60,"{124:'35', 110:'Обувь', 178:'Для мальчиков'}"
10752,2015-05-09 17:30:48.0,683046,1427870,1,комбинезон,3953,60,"{112:'62-68 см (2-6 мес)', 179:'Верхняя одежда', 178:'Для девочек'}"
10775,2015-05-06 16:11:34.0,650250,1829989,1,юбка,992,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
10833,2015-05-02 19:47:30.0,893736,407628,1,железная дорога,3953,47,{127:'Игрушки'}
10943,2015-05-06 14:21:42.0,1425447,423207,1,кроссовки,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
10968,2015-04-25 17:35:15.0,1799179,2365649,0,на уаз,2694,34,"{5:'Шины, диски и колёса'}"
10991,2015-05-11 10:35:29.0,1827861,1983660,0,туфли,3960,60,"{125:'28', 179:'Обувь', 178:'Для девочек'}"
11030,2015-05-13 22:26:37.0,1639515,1231357,1,ipad,3960,25,{140:'Планшеты'}
11043,2015-05-14 11:37:27.0,155889,416776,0,б/у металлические двери,3960,50,{44:'Двери'}
11066,2015-04-27 18:58:44.0,943251,458864,1,xbox 360,1344,13,{137:'Игровые приставки'}
11111,2015-05-11 09:27:56.0,867958,2915329,1,кухня,3960,38,{45:'Кухонные гарнитуры'}
11167,2015-05-01 09:45:24.0,539704,106182,1,стулья,3960,38,{45:'Столы и стулья'}
11196,2015-04-30 20:03:21.0,1614739,157650,1,костюм,992,60,"{478:'86-92 см (1-2 года)', 179:'Трикотаж', 178:'Для девочек'}"
11252,2015-05-05 15:24:50.0,863333,1277116,0,кожаная куртка,3960,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'44–46 (M)'}"
11269,2015-05-01 00:07:21.0,1923952,2919695,0,шторы,3953,38,{45:'Текстиль и ковры'}
11275,2015-05-08 10:46:45.0,613685,4251867,0,паджеро 4,2885,34,{5:'Запчасти'}
11296,2015-04-25 11:34:34.0,470028,3189852,1,коляска,3953,47,{127:'Детские коляски'}
11366,2015-05-10 18:07:52.0,1506390,3273839,1,сварка,2885,50,{44:'Инструменты'}
11395,2015-04-27 10:54:14.0,1137211,4152181,1,sony xperia,3960,41,{143:'Sony'}
11439,2015-05-16 17:34:31.0,1863426,2784331,0,panasonic,3953,44,{223:'Компактные фотоаппараты'}
11462,2015-05-11 16:35:46.0,1199979,3749074,0,корса,3976,34,{5:'Запчасти'}
11467,2015-05-03 21:36:33.0,2120817,4141846,0,на платформе,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
11483,2015-05-11 13:18:28.0,648170,873521,0,samsung galaxy s5,3960,41,{143:'Samsung'}
11497,2015-04-30 18:38:29.0,1112120,2705945,0,коженая куртка,3960,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'42–44 (S)'}"
11537,2015-05-11 21:56:23.0,1803334,1477627,1,бензопила бу,3537,50,{44:'Инструменты'}
11558,2015-05-06 08:27:51.0,177220,3903777,0,диван,3953,38,"{45:'Кровати, диваны и кресла'}"
11566,2015-05-13 00:31:38.0,2157871,2057152,1,indesit,3960,27,"{487:'Стиральные машины', 48:'Для дома'}"
11615,2015-05-16 19:29:48.0,714807,2858100,1,apple iphone 5c,3960,41,{143:'iPhone'}
11652,2015-05-16 18:56:55.0,2078082,2117533,0,велосипед,697,4,{156:'Горные'}
11660,2015-04-27 13:24:42.0,494769,2600152,0,кроссовки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
11672,2015-05-16 17:13:00.0,1147073,3675347,0,детские  вещи,3953,60,{178:'Для девочек'}
11692,2015-05-14 12:51:00.0,685646,2636766,0,сумка,4111,22,{175:'Аксессуары'}
11708,2015-05-01 22:26:01.0,619102,2856618,0,балетки,1270,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
11717,2015-05-12 15:11:55.0,245332,649211,0,золото,3960,11,{104:'Ювелирные изделия'}
11735,2015-05-05 22:42:48.0,935216,1757680,0,туфли,2277,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
11762,2015-05-18 18:57:39.0,1426152,392479,0,ботильоны,2885,22,"{83:'Обувь', 175:'Женская одежда', 88:'> 41'}"
11766,2015-05-06 20:10:23.0,1559285,313654,0,норковая шуба,2885,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'44–46 (M)'}"
11820,2015-05-04 16:11:19.0,475611,3275031,1,ниссан,2694,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Трансмиссия и привод'}"
11897,2015-05-12 21:40:51.0,1363094,4148965,0,мини холодильник,1653,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
11900,2015-05-01 08:27:12.0,1862914,2292602,1,серебро,2885,11,{104:'Ювелирные изделия'}
11966,2015-04-29 20:58:57.0,1944358,676519,0,и камоды,842,38,"{45:'Кровати, диваны и кресла'}"
11991,2015-04-29 20:04:00.0,350340,3427286,0,туфли,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
12014,2015-05-16 16:21:30.0,1890384,1106386,1,болеро,3960,22,{175:'Женская одежда'}
12027,2015-05-06 08:55:28.0,79322,989987,0,ниссан,3960,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
12031,2015-05-12 20:39:43.0,2264869,511125,1,сумка,3953,22,{175:'Аксессуары'}
12073,2015-05-09 23:33:26.0,1731949,2826039,0,ipad,3960,25,{140:'Планшеты'}
12084,2015-05-16 22:07:04.0,1735982,286777,0,шлем,3953,34,{5:'Экипировка'}
12120,2015-05-16 16:08:02.0,1355088,9049,0,6,3953,41,{143:'iPhone'}
12143,2015-05-11 10:12:17.0,1883810,986904,0,серебро,3960,11,{104:'Ювелирные изделия'}
12155,2015-04-30 11:49:48.0,2107716,1378245,1,платье продажа,547,22,{175:'Женская одежда'}
12161,2015-05-01 00:22:26.0,1469536,4247635,1,диван,3953,38,"{45:'Кровати, диваны и кресла'}"
12176,2015-05-13 09:11:23.0,1141155,1076512,0,тойота авенсис,3953,34,"{598:'Для автомобилей', 5:'Запчасти'}"
12192,2015-05-08 23:57:13.0,741729,532319,0,сумка,3953,22,{175:'Аксессуары'}
12195,2015-05-16 00:44:00.0,848675,1867482,0,стенка,3960,38,{45:'Шкафы и комоды'}
12223,2015-05-14 23:49:40.0,1904612,674315,0,сумка chloe,3960,22,{175:'Аксессуары'}
12241,2015-05-08 11:41:07.0,879469,2656116,1,сумка,3960,22,{175:'Аксессуары'}
12264,2015-05-05 21:53:31.0,2101509,3268878,1,бампер тойота королла,1294,34,"{598:'Для автомобилей', 5:'Запчасти'}"
12272,2015-05-12 09:28:17.0,166157,1033014,1,игры для ps4,1344,13,{137:'Игры для приставок'}
12390,2015-04-26 13:03:29.0,328943,1584443,0,ipad,346,25,{140:'Планшеты'}
12402,2015-05-11 12:21:40.0,368827,3573626,0,шевроле круз,697,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
12423,2015-04-28 10:07:29.0,2072481,3079635,1,комбинезон,3960,22,"{83:'Трикотаж', 175:'Женская одежда', 93:'44–46 (M)'}"
12435,2015-05-07 13:28:31.0,1715915,2565016,0,коляска,3960,47,{127:'Детские коляски'}
12439,2015-04-27 22:24:37.0,1679620,2974706,1,часы,3953,11,{104:'Часы'}
12446,2015-04-27 14:38:11.0,1110683,2646779,0,ветровка,3960,60,"{119:'98-104 см (2-4 года)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
12473,2015-04-30 23:12:39.0,1087883,2404310,0,hp laserjet,3960,51,{148:'Принтеры'}
12474,2015-05-03 23:25:06.0,1786505,299320,1,reima,2885,60,"{119:'122-128 см (6-8 лет)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
12484,2015-05-18 10:16:09.0,1974127,135589,0,компьютерное кресло,346,38,{45:'Компьютерные столы и кресла'}
12524,2015-04-27 10:06:20.0,323569,3594637,0,sony playstation 4,3953,13,{137:'Игровые приставки'}
12561,2015-04-27 17:49:06.0,37287,609774,1,пальто,3921,60,"{112:'86-92 см (1-2 года)', 179:'Верхняя одежда', 178:'Для девочек'}"
12617,2015-04-29 22:04:59.0,1404891,2959881,1,куртка,3953,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'42–44 (S)'}"
12654,2015-05-16 22:22:00.0,1515233,1426235,0,фольксваген поло седан,2612,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
12737,2015-04-26 13:02:10.0,1950461,412693,1,ботильоны,992,22,"{83:'Обувь', 175:'Женская одежда', 88:'36'}"
12770,2015-05-16 01:40:06.0,1549977,4273823,0,длинное платье,3953,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'42–44 (S)'}"
12793,2015-05-08 06:16:05.0,1770058,2680665,1,bmw,3960,34,"{797:'17', 709:'Диски', 799:'5', 798:'8', 5:'Шины, диски и колёса', 800:'120'}"
12802,2015-04-28 07:40:18.0,1485065,1339887,0,комод,3953,38,{45:'Шкафы и комоды'}
12810,2015-05-12 16:55:57.0,1890684,748686,0,форд фокус 3,1653,34,{5:'Запчасти'}
12815,2015-05-12 19:13:15.0,1273863,3362835,1,спортивный костюм,2694,60,{178:'Для мальчиков'}
12828,2015-05-08 01:47:17.0,1248770,440164,0,носки,3960,22,"{176:'Другое', 175:'Мужская одежда'}"
12832,2015-04-25 06:25:34.0,2008899,2649578,0,диски,976,34,"{797:'18', 796:'Литые', 5:'Шины, диски и колёса', 709:'Диски'}"
12843,2015-05-13 22:29:59.0,6376,3709689,0,серебро,3960,11,{104:'Ювелирные изделия'}
12909,2015-05-17 20:56:16.0,588356,3790570,0,стиральная машина,992,27,{48:'Для дома'}
12916,2015-04-26 21:02:25.0,1033054,3244970,0,крассовки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
12930,2015-04-28 17:50:32.0,647858,2909839,0,сумка,992,22,{175:'Аксессуары'}
12950,2015-04-28 10:53:12.0,847834,1872241,1,кожаная куртка,3953,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'44–46 (M)'}"
12954,2015-05-07 13:24:46.0,1379750,3137671,0,стелажи,2207,53,{181:'Для магазина'}
13008,2015-05-04 18:29:25.0,396286,4204873,0,nikon,697,44,{223:'Зеркальные фотоаппараты'}
13011,2015-05-09 14:01:52.0,1800737,4041526,0,накидка,2430,34,{5:'Аксессуары'}
13046,2015-05-03 14:15:17.0,378603,3697502,1,apple ipad air 2,2430,25,{140:'Планшеты'}
13086,2015-04-26 16:42:50.0,1206179,3315532,0,clarks,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
13089,2015-04-29 13:46:23.0,1896574,2401847,0,iphone 5s,3960,41,{143:'iPhone'}
13157,2015-05-04 23:38:15.0,241989,3949054,0,сумка,3953,22,{175:'Аксессуары'}
13164,2015-05-01 23:30:53.0,1775769,1087949,0,италия,2885,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
13178,2015-05-03 04:16:36.0,1001834,573716,1,платье выпускное,992,22,{175:'Женская одежда'}
13186,2015-05-12 20:05:03.0,778635,335163,0,туфли кожа,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
13236,2015-05-14 01:44:05.0,1664314,2334455,1,вещи,3960,60,"{111:'98-104 см (2-4 года)', 179:'Брюки', 178:'Для девочек'}"
13242,2015-05-13 12:56:10.0,1627557,1451361,0,покрывало,3960,38,{45:'Текстиль и ковры'}
13275,2015-05-04 14:37:58.0,1429513,428623,0,apple ipad air,3960,25,{140:'Планшеты'}
13292,2015-04-26 16:26:36.0,1196631,3832288,0,платье,3953,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
13333,2015-05-12 21:37:37.0,1346500,3524310,0,шкаф,3953,38,{45:'Шкафы и комоды'}
13347,2015-04-26 16:52:50.0,375834,560176,0,сумка черная,3960,22,{175:'Аксессуары'}
13348,2015-05-02 18:07:32.0,218916,1903012,1,сапоги резиновые,3960,60,{178:'Для мальчиков'}
13365,2015-05-12 14:36:02.0,1733157,2296213,0,korg,3953,16,{162:'Пианино и другие клавишные'}
13370,2015-04-30 18:37:45.0,1659041,3825582,1,велосипед,2430,47,{127:'Велосипеды и самокаты'}
13405,2015-05-16 11:10:27.0,1255621,3645287,1,резиновые сапоги,3960,60,"{125:'> 36', 179:'Обувь', 178:'Для девочек'}"
13421,2015-04-29 19:41:09.0,2013046,111242,1,костюм,1294,60,{178:'Для мальчиков'}
13440,2015-05-02 18:51:25.0,1469145,2609857,1,trooper,3953,34,{5:'Запчасти'}
13450,2015-05-14 22:44:33.0,128347,3756654,1,кроссовки,3953,60,"{125:'36', 179:'Обувь', 178:'Для девочек'}"
13455,2015-05-15 10:10:39.0,1800289,2728763,0,стулья,4294,38,{45:'Столы и стулья'}
13466,2015-04-28 18:34:42.0,16131,2252972,1,вечернее платье,3960,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
13486,2015-04-30 16:54:13.0,259901,2286442,1,кроссовки,346,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
13525,2015-05-18 14:20:02.0,101960,3651459,0,рено дастер,2885,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
13530,2015-05-19 14:47:07.0,1994778,80458,1,качалка,547,47,{127:'Игрушки'}
13603,2015-05-11 22:44:09.0,1873582,45948,1,ауди,1309,34,{5:'Запчасти'}
13614,2015-05-08 15:17:44.0,983714,554814,0,костюм,3505,22,{175:'Женская одежда'}
13628,2015-05-11 11:40:07.0,473107,1802383,1,new balance,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
13629,2015-04-25 18:39:31.0,1985228,4292998,1,new balance,3960,22,"{176:'Обувь', 175:'Мужская одежда'}"
13642,2015-05-19 15:41:50.0,2150903,2859058,0,ниссан кашкай,1309,34,"{598:'Для автомобилей', 5:'Запчасти'}"
13669,2015-05-12 13:27:34.0,1703966,2478470,0,блендер,2885,27,"{486:'Мелкая кухонная техника', 48:'Для кухни'}"
13696,2015-04-30 13:23:35.0,53046,365239,1,panasonic,992,26,"{132:'Музыкальные центры, магнитолы'}"
13718,2015-05-05 17:45:51.0,1271976,2659518,0,кожанная куртка,3960,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'40–42 (XS)'}"
13760,2015-04-30 14:41:07.0,1542164,4246263,1,electrolux,3960,27,"{487:'Стиральные машины', 48:'Для дома'}"
13772,2015-05-07 12:54:16.0,1680976,587100,0,б/у диваны,346,38,"{45:'Кровати, диваны и кресла'}"
13773,2015-05-16 12:05:07.0,850822,4244578,0,форд фокус 2,3960,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
13775,2015-05-10 20:24:10.0,486634,1964623,1,iphone 6 plus 128gb,3960,41,{143:'iPhone'}
13788,2015-05-08 12:20:41.0,464447,1686442,1,new balance,3960,22,{175:'Мужская одежда'}
13815,2015-05-09 17:07:30.0,293650,4218384,1,балетки,2885,60,"{125:'28', 179:'Обувь', 178:'Для девочек'}"
13820,2015-05-07 18:03:53.0,2048344,1015346,0,шевроле ланос,2685,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
13892,2015-05-06 20:53:00.0,2004903,3052025,1,на ваз,697,34,"{5:'Шины, диски и колёса', 709:'Диски'}"
13901,2015-05-12 10:26:54.0,1844495,1694864,0,форсунки,992,34,"{598:'Для автомобилей', 5:'Запчасти'}"
13906,2015-05-09 21:00:07.0,1232447,2209734,0,золото,3960,11,{104:'Ювелирные изделия'}
13925,2015-05-05 15:52:11.0,225061,3158372,0,куртка,163,22,{175:'Мужская одежда'}
13945,2015-05-11 06:18:54.0,2127511,2593314,1,sportage,2885,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Топливная и выхлопная системы'}"
13950,2015-05-18 19:41:16.0,692424,3517617,1,костюм,3960,22,"{99:'48–50 (L)', 176:'Пиджаки и костюмы', 175:'Мужская одежда'}"
13984,2015-05-07 15:26:07.0,223142,2382044,0,кухонный гарнитур,3960,38,{45:'Кухонные гарнитуры'}
13988,2015-04-30 18:43:05.0,818310,42187,1,платье,2885,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
13994,2015-05-01 21:46:49.0,419626,3314137,1,усилитель,2612,26,{132:'Усилители и ресиверы'}
14022,2015-05-06 13:42:22.0,684000,3907512,1,велосипед,1270,4,{156:'Горные'}
14023,2015-04-26 01:15:56.0,1336770,2212500,1,платье,3953,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
14056,2015-05-13 08:58:11.0,203185,333830,0,сумка,3953,22,{175:'Аксессуары'}
14090,2015-05-15 09:23:36.0,113727,755540,0,20,3960,4,{156:'Детские'}
14118,2015-05-03 17:20:03.0,1789447,2606873,0,макасины,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
14138,2015-05-16 10:41:15.0,58751,1475705,0,кепки,3953,22,"{176:'Другое', 175:'Мужская одежда'}"
14143,2015-05-09 22:47:36.0,637631,3935902,0,телевизоры,3953,26,{132:'Телевизоры и проекторы'}
14144,2015-05-04 17:09:41.0,1519837,2844718,0,шуба норковая,3960,22,{175:'Женская одежда'}
14195,2015-05-13 20:36:44.0,835433,3785753,1,beats pill,1729,26,"{132:'Акустика, колонки, сабвуферы'}"
14219,2015-05-12 12:37:43.0,1545823,1534005,0,коляски,1344,47,{127:'Детские коляски'}
14227,2015-04-29 13:43:58.0,1077814,1838688,0,кеды,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
14232,2015-05-07 00:31:19.0,1908015,3451816,0,золото,3953,11,{104:'Ювелирные изделия'}
14244,2015-04-25 13:28:53.0,2148988,3412832,0,часы мужские,3960,11,{104:'Часы'}
14251,2015-05-03 10:13:17.0,310668,3569729,0,диван,2291,38,"{45:'Кровати, диваны и кресла'}"
14312,2015-05-02 11:17:50.0,1484724,1760656,0,прадо 120,3960,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
14373,2015-05-07 11:58:42.0,102707,2849466,1,сумка,3953,22,{175:'Аксессуары'}
14398,2015-05-06 16:23:12.0,186641,408489,1,босоножки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
14402,2015-05-06 20:46:55.0,1649131,1139436,0,станок,697,50,{44:'Инструменты'}
14412,2015-04-27 09:06:21.0,3966,2081963,1,шуруповерт,2430,50,{44:'Инструменты'}
14428,2015-05-14 09:55:02.0,1706014,2546128,0,босоножки,1294,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
14466,2015-05-06 20:33:26.0,620162,2220411,0,телевизор бу,3282,26,{132:'Телевизоры и проекторы'}
14476,2015-05-01 18:55:11.0,1809702,2094571,0,пиджаки,3953,22,"{99:'48–50 (L)', 176:'Пиджаки и костюмы', 175:'Мужская одежда'}"
14520,2015-05-09 15:44:52.0,2237419,1348391,0,диван,3953,38,"{45:'Кровати, диваны и кресла'}"
14564,2015-05-08 12:52:52.0,1563259,482425,1,жилет,2277,60,{178:'Для мальчиков'}
14582,2015-05-11 09:11:40.0,1507532,413673,0,sony,3137,41,{143:'Sony'}
14648,2015-05-03 12:53:13.0,789714,2117130,0,4х114,3960,34,"{5:'Шины, диски и колёса'}"
14673,2015-05-03 06:44:50.0,61297,2831373,1,iphone 5s,992,41,{143:'iPhone'}
14674,2015-05-09 02:15:17.0,1643193,3954321,0,volkswagen touareg,3960,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Тормозная система'}"
14684,2015-04-29 13:53:50.0,2209739,3708657,0,диван новый,343,38,"{45:'Кровати, диваны и кресла'}"
14715,2015-05-05 10:06:45.0,1050300,1704579,1,сумка,1261,22,{175:'Аксессуары'}
14757,2015-05-08 14:30:54.0,1209724,1241364,1,шорты,3953,22,{175:'Женская одежда'}
14812,2015-05-10 16:21:10.0,2047288,4020083,0,s40 вольво,2885,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
14837,2015-05-01 00:50:59.0,1703248,1735600,0,футболки,3960,60,"{478:'122-128 см (6-8 лет)', 179:'Трикотаж', 178:'Для девочек'}"
14871,2015-05-17 19:15:51.0,1994901,3297299,1,x-trail,2885,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
14872,2015-05-11 09:49:53.0,564256,2353661,1,отпариватель,4145,27,"{487:'Утюги', 48:'Для дома'}"
14938,2015-04-25 04:39:18.0,718084,1142607,1,синтезатор,2885,16,{162:'Пианино и другие клавишные'}
15013,2015-05-04 18:57:43.0,1178293,1378860,1,ipad,1653,25,{140:'Планшеты'}
15014,2015-05-09 15:31:14.0,1220083,3427695,0,рубанок электрический,1403,50,{44:'Инструменты'}
15021,2015-04-30 10:48:32.0,57852,3023852,1,r17,3960,34,"{5:'Шины, диски и колёса'}"
15033,2015-04-28 07:46:35.0,659368,3471879,1,ipad,1344,25,{140:'Планшеты'}
15055,2015-04-29 14:55:50.0,1516760,2167333,0,amg,2885,34,"{598:'Для автомобилей', 5:'Запчасти'}"
15100,2015-04-26 23:21:17.0,1319846,4177745,0,ботинки,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
15108,2015-05-04 18:28:53.0,2263885,1033560,0,платье,343,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'42–44 (S)'}"
15110,2015-05-04 21:08:54.0,225923,267944,0,игры для ps3,1653,13,{137:'Игры для приставок'}
15111,2015-05-05 10:44:31.0,821930,4048961,0,толстовка,3953,60,"{179:'Трикотаж', 178:'Для девочек'}"
15147,2015-04-29 00:33:24.0,708840,1731905,1,bmw,3953,34,{5:'Запчасти'}
15150,2015-05-02 12:34:47.0,1754327,1912761,1,мазда 3,1102,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
15154,2015-05-16 13:12:28.0,337173,1870721,0,компьютерные столы,401,38,{45:'Компьютерные столы и кресла'}
15177,2015-05-17 10:13:23.0,1623056,1608320,0,хонда crv,1194,34,"{598:'Для автомобилей', 5:'Запчасти'}"
15243,2015-05-07 17:06:35.0,1342194,2736679,1,5,1653,41,{143:'iPhone'}
15265,2015-05-05 04:30:39.0,2017354,2026606,1,ipad mini 3,3953,25,{140:'Планшеты'}
15271,2015-05-01 17:21:50.0,1321508,1230007,0,кроссовки nike мужские,3960,22,"{176:'Обувь', 175:'Мужская одежда'}"
15293,2015-05-08 10:57:22.0,933835,607071,0,босоножки,3960,60,"{125:'25', 179:'Обувь', 178:'Для девочек'}"
15326,2015-05-11 22:21:52.0,197531,896299,0,шкаф,3960,38,{45:'Шкафы и комоды'}
15349,2015-05-06 14:09:20.0,1358122,4273248,1,брюки,3771,22,{175:'Женская одежда'}
15368,2015-05-18 11:37:16.0,1638897,1176789,0,iphone 6,3960,41,{143:'iPhone'}
15395,2015-05-02 11:04:43.0,1013242,1959639,0,письменный стол,3960,38,{45:'Столы и стулья'}
