AdID,LocationID,CategoryID,Params,Price,Title,IsContext
4206910,,44.0,{223:'Компактные фотоаппараты'},15990.0,Фотоаппарат компактный Sony Cyber-shot DSC-HX50 Bl,1
4211447,,34.0,{5:'Багажники и фаркопы'},12100.0,"Багажник на крышу 350л.,1500x800x370 мм,Чехия",1
4213225,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2319.0,Босоножки,1
4216736,,44.0,{223:'Зеркальные фотоаппараты'},43640.0,Фотоаппарат Nikon D7100 Body,1
4217007,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5500.0,Бампер передний Тойота Ленд Крузер 100,1
4222341,,22.0,"{83:'Верхняя одежда', 175:'Женская одежда'}",4949.0,Жакет длинный,1
4223560,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2399.0,Эспадрильи,1
4231833,,60.0,"{110:'Брюки', 178:'Для мальчиков'}",590.0,2 шортов KIHAWO,1
4236281,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3590.0,Запчасти б/у и новые для nissan qashqai (07-),1
4239284,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2700.0,Замшевые чёрные ботильоны со вставками,1
4243824,,4.0,{156:'Горные'},31145.0,"Женский горный велосипед Head Tacoma 2 26""",1
4252742,,22.0,"{83:'Обувь', 175:'Женская одежда'}",4749.0,Туфли из кожи или замши,1
4269219,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",9000.0,Дверь передняя правая Audi Ауди Q7 06-15,1
4269448,,38.0,"{45:'Кровати, диваны и кресла'}",9980.0,Диван не раскладной офисный Кожзам Чёрный Россия,1
4272457,,47.0,{127:'Игрушки'},2590.0,Радиоуправляемое устройство Gyro Вертолет Battle (,1
4273278,,38.0,{45:'Шкафы и комоды'},7950.0,"Комод пеленальный ""Малыш-13"" МДФ [КДМП-13-МДФ]",1
4275224,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5840.0,Запчасти б/у и новые для peugeot 308 (07-),1
4277270,,41.0,{143:'Samsung'},15989.0,Samsung SM-A300F/DS Galaxy A3 Duos,1
4281221,,60.0,"{178:'Для девочек', 179:'Брюки'}",2445.0,Шорты,1
4284326,,50.0,{44:'Инструменты'},600.0,Удлинитель шнека (1000 мм; 20 мм) для бура CARVER,1
4284956,,27.0,"{48:'Для кухни', 486:'Микроволновые печи'}",3119.0,Микроволновая печь Vitek VT-1650,1
4285872,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",2050.0,Крыло переднее Митсубиси Лансер,1
4287249,,4.0,{156:'Дорожные'},7550.0,Бюджетная модель велосипеда STELS,1
4287824,,34.0,"{5:'Шины, диски и колёса', 709:'Диски'}",17290.0,Всесезонная шина Cooper Автошина Cooper 33x12.5,1
4297769,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",2000.0,Крыло переднее Рено Клио Символ,1
4298119,,60.0,"{178:'Для девочек', 179:'Обувь'}",4479.0,Ботинки из кожи,1
4305751,,26.0,"{132:'Акустика, колонки, сабвуферы'}",25290.0,Полочная акустика Dali Zensor 3 black ash,1
4312486,,34.0,{5:'Аудио- и видеотехника'},18942.0,Штатная магнитола TimeLessLong для VW/Skoda,1
4313374,,47.0,{127:'Игрушки'},2790.0,Игровой центр Chicco Плотник 69032.000.180,1
4319373,,38.0,{45:'Текстиль и ковры'},780.0,Постельное белье,1
4322485,,60.0,"{110:'Шапки, варежки, шарфы', 178:'Для мальчиков'}",328.0,Шапка,1
4328609,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4950.0,Запчасти б/у и новые для mitsubishi lancer  x (07-,1
4342084,,44.0,{223:'Зеркальные фотоаппараты'},18950.0,Зеркальный фотоаппарат Sony Alpha SLT-A58 Kit DT,1
4346949,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4550.0,Запчасти б/у и новые для skoda fabia / roomster (0,1
4349120,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5230.0,Запчасти б/у и новые для opel vectra с (4/02-) sig,1
4353048,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3940.0,Запчасти б/у и новые для ford focus (08-10),1
4359031,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5770.0,Запчасти б/у и новые для ford fiesta (08-),1
4378450,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5000.0,Бампер передний TOYOTA RAV4 Тойота РАВ4 10-12,1
4379887,,22.0,"{83:'Пиджаки и костюмы', 175:'Женская одежда'}",2599.0,Жакет Incity с доставкой,1
4380598,,4.0,{156:'Дорожные'},8790.0,Велосипед Novatrack FP-24 X51908-K Red,1
4386456,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",2060.0,Сарафан,1
4389935,,60.0,"{110:'Брюки', 178:'Для мальчиков'}",799.0,Брюки узкие,1
4390192,,53.0,{181:'Для магазина'},3650.0,"Пристенные стеллажи, В-2000 Д-1000 Г-400 4 Полки",1
4390317,,26.0,{132:'Усилители и ресиверы'},15390.0,Стереоусилитель Yamaha R-S300 black,1
4400016,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",650.0,Sale! Желтое коктейльное платье -50%,1
4409923,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",1009.0,Юбка,1
4414425,,11.0,{104:'Ювелирные изделия'},245500.0,Бриллиантовое кольцо Bvlgari 3.1ct,1
4414569,,34.0,"{5:'Шины, диски и колёса', 709:'Диски'}",3590.0,Литой диск Replica Ford Focus II FD20 6x15 5x108,1
4415733,,25.0,{140:'Планшеты'},6500.0,Ipad mini 2 16Gb WiFi Black,1
4417098,,44.0,{223:'Компактные фотоаппараты'},3490.0,Фотоаппарат компактный Canon IXUS 145 Black,1
4417716,,22.0,"{83:'Верхняя одежда', 175:'Женская одежда'}",3000.0,Пальто LOST INK с доставкой,1
4427072,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",2450.0,Крыло переднее Ниссан Кашкай,1
4427796,,60.0,"{110:'Другое', 178:'Для мальчиков'}",1249.0,Спортивный костюм LA REDOUTE CREATION,1
4429673,,38.0,{45:'Шкафы и комоды'},2790.0,Подвесной шкаф для ванн Iris 310,1
4432318,,47.0,{127:'Детская мебель'},7500.0,"Кровать машинка ""911 Пламя"" красная (размер М)",1
4440558,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",0.0,Крыло переднее левое для Киа Рио,1
4445149,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",11850.0,Запчасти б/у и новые для toyota camry v50 (11-),1
4446611,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",3748.0,Куртка,1
4455707,,22.0,"{83:'Обувь', 175:'Женская одежда'}",4559.0,Ботинки из кожи,1
4458233,,44.0,{223:'Зеркальные фотоаппараты'},169990.0,Фотоаппарат Canon EOS 5D Mark III Body Black,1
4459068,,27.0,"{48:'Для кухни', 486:'Вытяжки'}",17990.0,Электрический духовой шкаф Hansa BOEI64030077,1
4466492,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",3299.0,Юбка длинная,1
4471939,,38.0,"{45:'Предметы интерьера, искусство'}",1500.0,"Картина маслом ""Фантазия""",1
4472546,,25.0,{140:'Планшеты'},12990.0,Планшет Samsung Galaxy Tab 4 7.0 SM-T231 8Gb (черн,1
4481008,,22.0,"{83:'Обувь', 175:'Женская одежда'}",3499.0,Туфли,1
4488697,,60.0,"{110:'Другое', 178:'Для мальчиков'}",599.0,Рубашка,1
4492188,,60.0,"{178:'Для девочек', 179:'Обувь'}",3549.0,Сапоги из замши,1
4493043,,51.0,"{148:'МФУ, копиры и сканеры'}",13788.0,МФУ Epson L355,1
4496280,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",5052.0,Куртка,1
4499916,,22.0,"{83:'Обувь', 175:'Женская одежда'}",999.0,Босоножки,1
4502661,,4.0,{156:'Дорожные'},10690.0,Велосипед Novatrack Х52109-К Neon 20 Purple,1
4508416,,26.0,{132:'Усилители и ресиверы'},1209.0,Ресивер World Vision T40,1
4512812,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",15000.0,Фара правая Mercedes Мерседес W117,1
4513089,,38.0,{45:'Шкафы и комоды'},21460.0,"Элемент спальни ""Шкаф угловой 45-60 Соло-030 с",1
4515065,,57.0,{130:'Косметика'},679.0,"Сыворотка, сужающая поры",1
4516464,,38.0,{45:'Компьютерные столы и кресла'},8723.0,Кресло компьютерное CH-868AXSN кофейное,1
4516690,,22.0,"{175:'Мужская одежда', 176:'Джинсы'}",6993.0,Джинсы Diesel,1
4521701,,60.0,"{110:'Комбинезоны и боди', 178:'Для мальчиков'}",1119.0,"Комбинезон, 100% хлопка",1
4528173,,60.0,"{178:'Для девочек', 179:'Брюки'}",1649.0,Джинсы скинни,1
4530086,,27.0,"{48:'Для кухни', 486:'Плиты'}",89490.0,Встраиваемый электрический духовой шкаф Neff B 55,1
4535038,,22.0,"{175:'Мужская одежда', 176:'Верхняя одежда'}",80990.0,Куртка Diesel,1
4536021,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",1999.0,Платье,1
4536664,,22.0,"{175:'Мужская одежда', 176:'Джинсы'}",8990.0,Джинсы Guess,1
4550090,,38.0,{45:'Столы и стулья'},11028.0,Столик туалетный с банкеткой 1699WT белый ,1
4552913,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5430.0,Запчасти б/у и новые для volkswagen polo (9/10-),1
4565648,,60.0,"{110:'Обувь', 178:'Для мальчиков'}",3499.0,Ботинки из кожи,1
4570433,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",13000.0,"Мкпп Форд Фокус 2 1,4-1,6 с абс бу",1
4570581,,38.0,{45:'Столы и стулья'},480.0,Табурет Классика 3 серый/бежевый (Код товара 27211,1
4577942,,26.0,{132:'Телевизоры и проекторы'},44545.0,Телевизор Philips 55PFL6008S,1
4579465,,25.0,{140:'Планшеты'},32900.0,Планшет APPLE iPad Air Wi-Fi+ Cellular 64Gb Space,1
4580507,,47.0,{127:'Игрушки'},813.0,Кукла Mattel Барби Кем быть: Чемпионка,1
4583400,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1.0,Контрактный двигатель Фольксваген Гольф 7 1.4 TSI,1
4590516,,34.0,"{5:'Шины, диски и колёса', 709:'Шины'}",4950.0,Новые летние шины Hifly HF805 245/45/18 100W XL,1
4594918,,26.0,{132:'Телевизоры и проекторы'},64064.0,Телевизор sony KDL55W955bbrt,1
4597530,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",1099.0,Юбка,1
4600747,,27.0,"{48:'Для кухни', 486:'Плиты'}",30490.0,Электрический духовой шкаф Bosch HBG43T460,1
4607175,,22.0,"{83:'Обувь', 175:'Женская одежда'}",530.0,Кеды на лето,1
4621089,,47.0,{127:'Игрушки'},90.0,3D Пазлы Crystal Puzzle оптом,1
4621370,,38.0,"{45:'Кровати, диваны и кресла'}",11879.0,Раскладное кресло Оригами,1
4622079,,34.0,"{5:'Шины, диски и колёса', 709:'Шины'}",3750.0,215/50 R17 95W Syneris TIGAR автошины летние,1
4625938,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5460.0,Запчасти б/у и новые для chevrolet lanos (02-),1
4628234,,22.0,{175:'Аксессуары'},4490.0,Сумка chanel graffiti,1
4634601,,41.0,{143:'Nokia'},4450.0,Nokia 515 Dual Sim,1
4636737,,38.0,{45:'Столы и стулья'},1110.0,Стул Мебек КС3(2) - складное кресло КС3.002,1
4637546,,26.0,"{132:'Музыкальные центры, магнитолы'}",57990.0,Музыкальная система Midi LG CM9940,1
4645470,,38.0,"{45:'Кровати, диваны и кресла'}",959.0,Чехол для боковин кровати,1
4647691,,22.0,{175:'Аксессуары'},220.0,Яркий женский клатч,1
4652052,,47.0,{127:'Детские коляски'},3690.0,Прогулочная коляска Carmella Orange Rainbow,1
4654553,,60.0,"{178:'Для девочек', 179:'Другое'}",1399.0,Костюм спортивный,1
4662400,,50.0,{44:'Стройматериалы'},545.0,Ламинат EuroComfort - Атласное дерево,1
4663517,,34.0,"{5:'Шины, диски и колёса', 709:'Шины'}",3420.0,215/55 R16 SYNERIS 93V TIGAR автошины летние,1
4666598,,34.0,"{5:'Шины, диски и колёса', 709:'Шины'}",3799.0,Dunlop 205/55 R16 91V DZ101 новые лето,1
4669946,,29.0,{483:'Клавиатуры и мыши'},3790.0,Мышка Logitech Performance MX (черный),1
4678377,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",698.0,Сарафан,1
4683002,,22.0,{175:'Аксессуары'},12514.0,Сумка Furla,1
4692404,,38.0,{45:'Шкафы и комоды'},1290.0,Комод Гриф МА-365 дуб феррара/клен/венге ,1
4701875,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",6700.0,Запчасти б/у и новые для toyota camry v40 (1/06-),1
4706944,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1500.0,Решетка радиатора Митсубиси Аутлендер,1
4707326,,47.0,{127:'Детские коляски'},9690.0,Прогулочная коляска Geoby C879CR RPWH,1
4713488,,38.0,{45:'Столы и стулья'},3390.0,Стол журнальный Маджеста-1 1188527 венге/клен азия,1
4716602,,13.0,{137:'Игровые приставки'},490.0,Чехол для PS Vita A4T Deluxe Travel Case Black (SL,1
4718756,,38.0,"{45:'Кровати, диваны и кресла'}",25200.0,Угловой диван Император-2 Доставка! Гарантия!,1
4731824,,38.0,{45:'Шкафы и комоды'},15450.0,Шкаф-купе Лацио-1,1
4737989,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2690.0,Туфли J&Elisabeth с доставкой,1
4742416,,41.0,{143:'Samsung'},3800.0,Samsung Galaxy Core GT-I8262,1
4750004,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4500.0,Бампер передний Форд Фиеста,1
4751308,,25.0,{140:'Планшеты'},3990.0,Планшет Explay Hit 3G (черный),1
4756527,,38.0,{45:'Освещение'},168000.0,"""Мономах 42 лампы"" Хрустальная люстра. Доставка",1
4757825,,25.0,{140:'Планшеты'},21990.0,Планшет Acer Aspire Switch 10 32Gb Dock (SW5-012-1,1
4765261,,25.0,{140:'Планшеты'},12490.0,Планшет ASUS Transformer Pad TF103CG 8Gb 3G White,1
4767735,,47.0,{127:'Детские коляски'},10700.0,Коляска прогулочная GEOBY C781R,1
4768222,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1.0,Контрактный двигатель VW Туарег 3.2i AZZ   04г.,1
4774212,,22.0,"{83:'Обувь', 175:'Женская одежда'}",4999.0,Босоножки Abyl из кожи на платформе,1
4775726,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",2448.0,Плащ,1
4776230,,60.0,"{110:'Другое', 178:'Для мальчиков'}",2099.0,Конверт,1
4779454,,22.0,"{83:'Обувь', 175:'Женская одежда'}",1490.0,Резиновые сапоги SANDRA с доставкой,1
4781344,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",519.0,Платье со вставкой из макраме,1
4781602,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",1699.0,Юбка,1
4783697,,50.0,{44:'Инструменты'},580.0,Мультитул Wallet Ninja 16 в 1,1
4783940,,50.0,{44:'Стройматериалы'},480.0,Ламинат EuroComfort со склада в Москве!,1
4787432,,22.0,"{83:'Обувь', 175:'Женская одежда'}",4990.0,Ботинки черные,1
4789026,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4970.0,Запчасти б/у и новые для hyundai solaris (11-),1
4789628,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4200.0,Запчасти и фары Митсубиси Лансер,1
4790119,,44.0,{223:'Компактные фотоаппараты'},3690.0,Фотоаппарат компактный Nikon Coolpix S3600 Silver,1
4791451,,27.0,"{48:'Для кухни', 486:'Посудомоечные машины'}",95780.0,Полновстраиваемая посудомоечная машина Neff S 517,1
4796325,,27.0,"{48:'Для кухни', 486:'Мелкая кухонная техника'}",3990.0,Новая мультиварка Kabrook всего за 3 990 руб!,1
4797964,,11.0,{104:'Часы'},3390.0,Ультратонкие женские часы Longines,1
4802211,,50.0,{44:'Инструменты'},5488.0,Аккумуляторная дрель-шуруповерт Patriot BR 140li 1,1
4805760,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3500.0,Запчасти б/у и новые для nissan x-trail t31 (07-),1
4807886,,26.0,{132:'Телевизоры и проекторы'},9000.0,Телевизор SHARP LC -23LE448RU,1
4810464,,51.0,{148:'Принтеры'},6447.0,Принтер HP Color LaserJet Pro 1025,1
4816742,,38.0,{45:'Компьютерные столы и кресла'},10654.0,Кресло компьютерное RT-067 черное ,1
4818272,,44.0,{223:'Оборудование и аксессуары'},4500.0,Аккумулятор Canon LP-E6,1
4819706,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5970.0,Запчасти б/у и новые для ford focus (11-),1
4822707,,38.0,"{45:'Кровати, диваны и кресла'}",16400.0,"Кухонный угловой диван со спальным местом ""Вегас""",1
4822777,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",1399.0,Платье,1
4834867,,11.0,{104:'Часы'},2340.0,Мужские часы Casio A-158WEA-1E,1
4835839,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",8500.0,"Skoda Octavia RS, Fabia",1
4841442,,60.0,"{178:'Для девочек', 179:'Шапки, варежки, шарфы'}",345.0,Шапка,1
4843799,,22.0,"{83:'Рубашки и блузки', 175:'Женская одежда'}",819.0,Блузка,1
4845627,,22.0,"{83:'Обувь', 175:'Женская одежда'}",3490.0,Кеды на танкетке Keddo с доставкой,1
4849605,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1000.0,Volvo S80 подушка рулевая airbag-srs,1
4851434,,34.0,{5:'Инструменты'},790.0,Автомобильный компрессор Rolsen RCC-120 15л/мин.,1
4851577,,22.0,"{83:'Трикотаж', 175:'Женская одежда'}",1099.0,Кардиган,1
4867923,,41.0,{143:'iPhone'},23990.0,Apple iPhone 5c 8Gb (желтый),1
4875333,,60.0,"{178:'Для девочек', 179:'Обувь'}",743.0,Полуботинки,1
4880328,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3840.0,Запчасти б/у и новые для bmw f20 1 (11-),1
4882450,,22.0,"{83:'Обувь', 175:'Женская одежда'}",5999.0,Слипоны Cim Dolly из кожи с рисунком,1
4883988,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3200.0,Бампер передний Шкода Октавия Тур,1
4884858,,22.0,"{83:'Другое', 175:'Женская одежда'}",2399.0,Перчатки из кожи,1
4885022,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",1999.0,Платье Incity с доставкой,1
4889352,,22.0,"{83:'Обувь', 175:'Женская одежда'}",1490.0,Кеды WS Shoes с доставкой,1
4891922,,34.0,{5:'Аудио- и видеотехника'},3500.0,Ресивер Alpine CD/USB CDE-110UB,1
4895754,,22.0,{175:'Аксессуары'},4680.0,Портмоне Sergio Belotti,1
4898844,,47.0,{127:'Постельные принадлежности'},3200.0,Конверт-одеяло EcoLine Скандинавия комби ЛЕТО,1
4903432,,47.0,{127:'Игрушки'},1200.0,Управляемый грузовик!,1
4906221,,11.0,{104:'Ювелирные изделия'},11200.0,Золотое кольцо модель Диор,1
4908499,,47.0,{127:'Игрушки'},1890.0,"Конструктор Banbao ""Дворец"" 8362",1
4910843,,34.0,"{5:'Шины, диски и колёса', 709:'Шины'}",5900.0,Новые летние шины Hifly HF805 255/35/20 97W XL,1
4912262,,27.0,"{48:'Для кухни', 486:'Мелкая кухонная техника'}",3790.0,Погружной блендер Moulinex Prepline DD725130,1
4912930,,13.0,{137:'Игровые приставки'},14990.0,Игровая приставка PS3 Sony 500GB + GTA V + Gran Tu,1
4912979,,25.0,{140:'Планшеты'},11000.0,Sony Xperia Tablet Z 16Gb wi-fi,1
4914565,,27.0,"{48:'Для дома', 487:'Стиральные машины'}",14990.0,Стиральная машина Узкая Hotpoint-Ariston MVSC 6105,1
4917681,,22.0,"{83:'Трикотаж', 175:'Женская одежда'}",2799.0,Кардиган из трикотажа с легким блеском,1
4919472,,26.0,"{132:'Музыкальные центры, магнитолы'}",4969.0,Pioneer X-EM21V,1
4921018,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",3290.0,Платье LOST INK с доставкой,1
4922313,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",1990.0,Платье Lamania с доставкой,1
4928820,,53.0,{181:'Промышленное'},119000.0,Станки для кузнечной ковки Мастер 3,1
4933846,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",7500.0,Капот Шкода Октавия Тур,1
4934857,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3900.0,Запчасти б/у и новые для toyota auris (07-),1
4940478,,50.0,{44:'Инструменты'},5453.0,Аккумулятор (18 В; 4 А*ч; Li-Ion) Bosch 1600Z00038,1
4940678,,60.0,"{178:'Для девочек', 179:'Другое'}",671.0,Шорты,1
4946591,,60.0,"{110:'Верхняя одежда', 178:'Для мальчиков'}",5474.0,Куртка,1
4951022,,47.0,{127:'Велосипеды и самокаты'},5800.0,Самокат Maxi Micro T-tube темно-зеленый,1
4952714,,60.0,"{110:'Обувь', 178:'Для мальчиков'}",4949.0,Кеды низкие из кожи и велюра,1
4958987,,26.0,"{132:'Музыкальные центры, магнитолы'}",8490.0,Pioneer X-HM11-K,1
4965914,,47.0,{127:'Игрушки'},931.0,Каталка для вашего малыша!,1
4972419,,38.0,{45:'Столы и стулья'},12490.0,Стол обеденный «Танго Т2»,1
4975205,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",10780.0,Мокасины,1
4981880,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2719.0,Босоножки на каблуке,1
4982353,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",24100.0,Коробка раздаточная Nissan X-Trail T30,1
4987945,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5820.0,Запчасти б/у и новые для lexus rx 270/350/450h  (0,1
4988876,,22.0,{175:'Аксессуары'},26693.0,Сумка Furla,1
4996749,,60.0,"{178:'Для девочек', 179:'Обувь'}",384.0,Пантолеты для девочек 152227,1
5000143,,60.0,"{178:'Для девочек', 179:'Брюки'}",1038.0,Шорты,1
5000169,,60.0,"{178:'Для девочек', 179:'Обувь'}",671.0,Кеды,1
5004380,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1.0,Контрактный двигатель Ауди А6 2.6 ABC  96г.,1
5022900,,4.0,{156:'Детские'},10990.0,"Велосипед подростк. Black One Ice 24"" 8-14лет",1
5025726,,50.0,{44:'Инструменты'},9965.0,Отбойный молоток Энкор МЭ-1500 50136,1
5029613,,38.0,"{45:'Кровати, диваны и кресла'}",24936.0,"Кухонный угловой диван ""Сидней""",1
5040275,,38.0,{45:'Шкафы и комоды'},7150.0,"Шкаф угловой однодверный ""Ольга"" [ШУ]",1
5040731,,47.0,{127:'Игрушки'},802.0,Кукла Moxie Эйвери: Звездный шик,1
5046398,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",5024.0,Кроссовки Lacoste,1
5047593,,22.0,"{83:'Топы и футболки', 175:'Женская одежда'}",830.0,Футболка LOST INK с доставкой,1
5050730,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4910.0,Запчасти б/у и новые для mitsubishi pajero / monte,1
5052399,,34.0,"{5:'Шины, диски и колёса', 709:'Шины'}",3309.0,SUNNY 205/55ZR16 91W SN3800 новые летние автошины,1
5055285,,25.0,{140:'Планшеты'},9990.0,Samsung Galaxy Tab 3 Lite 3G (черный),1
5055612,,41.0,{143:'Sony'},7849.5,Sony Xperia M2,1
5058732,,25.0,{140:'Планшеты'},34990.0,Apple iPad Air 2 64Gb Wi-Fi (серебристый),1
5059426,,41.0,{143:'LG'},14990.0,Мобильный телефон LG G3 Stylus (белый),1
5059948,,41.0,{143:'Samsung'},10490.0,Samsung I9300 Galaxy S3 Новый/Ростест/Магазин,1
5061117,,47.0,{127:'Игрушки'},598.0,Каталка,1
5062740,,13.0,{137:'Игровые приставки'},11990.0,Портативная игровая консоль Sony PlayStation Vita,1
5063015,,47.0,{127:'Детские коляски'},1490.0,Прогулочная коляска Kaili B-03 Слоник Blue green,1
5063296,,41.0,{143:'Nokia'},5990.0,Nokia 6700 оптом от 10 шт.,1
5065481,,38.0,"{45:'Кровати, диваны и кресла'}",89900.0,"Диван  ""Кастилла"", со склада в Москве",1
5066039,,50.0,{44:'Инструменты'},8000.0,Электрический лобзик Jet JSS-16 10000808M,1
5066255,,41.0,{143:'Samsung'},19990.0,Мобильный телефон Samsung Galaxy A3 LTE Duos SM-A3,1
5069931,,29.0,{483:'Сетевое оборудование'},540.0,Адаптер WiFi TP-LINK TL-WN725N,1
5079299,,29.0,{483:'Мониторы'},6431.0,"Монитор 17"" ASUS VB178TL Black",1
5089157,,50.0,{44:'Инструменты'},47033.0,Бензиновый генератор Fubag TI 2600,1
5089218,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",0.0,Крыло переднее левое для Митсубиси Лансер,1
5098353,,47.0,{127:'Детские коляски'},15390.0,Универсальная коляска Plaudi Venga Dark-Gray,1
5098366,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",38700.0,Двигатель Nissan X-Trail T30,1
5101847,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1.0,Контрактный двигатель VW T4 2.5TDI  ACV  00г.,1
5106883,,50.0,{44:'Стройматериалы'},3290.0,"Бронзовый козырек 1,2 м.",1
5107816,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",9000.0,Дверь передняя левая Audi Ауди А4 07-15,1
5108697,,47.0,{127:'Детская мебель'},36600.0,"Детская кровать ""Таймаут"" со шкафом и столом",1
5115328,,29.0,{483:'Сетевое оборудование'},5390.0,Модем Huawei E8278s (белый),1
5124943,,47.0,{127:'Велосипеды и самокаты'},1571.0,Трехколесный самокат Spider-Man,1
5128729,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",4200.0,Бандажное платье черное с синем Herve Lager,1
5132727,,51.0,{148:'Принтеры'},15990.0,Лазерный принтер (цветной) HP LaserJet Pro 300 col,1
5140642,,38.0,{45:'Шкафы и комоды'},4390.0,Пеленальный комод Атон-мебель 80/5 ЛДСП Клен,1
5147282,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",2770.0,Амортизатор РИФ передний Mitsubishi L200 1996-2005,1
5162681,,26.0,"{132:'Акустика, колонки, сабвуферы'}",7007.0,Комплект акустики yamaha NS-PA40 white,1
5172278,,22.0,{175:'Аксессуары'},4690.0,СУМКА MISS DIOR MINI,1
5172706,,41.0,{143:'Samsung'},19990.0,Мобильный телефон Samsung Galaxy A3 LTE Duos SM-A3,1
5174169,,22.0,"{83:'Верхняя одежда', 175:'Женская одежда'}",8393.0,Пальто Desigual,1
5175443,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",2550.0,Крыло переднее Фольксваген Кадди,1
5183487,,34.0,"{5:'Шины, диски и колёса', 709:'Шины'}",2359.0,195/65R15 91H TR 918 Triangle летние автошины,1
5188659,,22.0,{175:'Аксессуары'},12990.0,Сумка,1
5196587,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3830.0,Запчасти б/у и новые для ford focus (08-10),1
5201247,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3000.0,Бампер передний Хонда Цивик 4Д,1
5203014,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",671.0,Блузка,1
5203863,,50.0,{44:'Инструменты'},1806.0,Перфоратор Энкор ПЭ-420/12ЭР 50122,1
5206175,,22.0,"{83:'Обувь', 175:'Женская одежда'}",1490.0,Туфли Lamania с доставкой,1
5207985,,25.0,{140:'Планшеты'},26990.0,Планшет Sony Xperia Z3 Tablet Compact 16Gb LTE (че,1
